,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU12_r,clip_id,label,source_id,appraisal
3772,0.0,0.05,0.0,0.0,0.06,1.88,0.0,0.34,Bus14_S48,1,Bus14,Appreciation
3773,0.0,0.02,0.0,0.0,0.08,1.94,0.0,0.51,Bus14_S48,1,Bus14,Appreciation
3774,0.0,0.0,0.0,0.0,0.14,2.08,0.0,0.59,Bus14_S48,1,Bus14,Appreciation
3775,0.0,0.02,0.0,0.0,0.25,2.09,0.0,0.66,Bus14_S48,1,Bus14,Appreciation
3776,0.0,0.02,0.0,0.0,0.32,1.92,0.0,0.57,Bus14_S48,1,Bus14,Appreciation
3777,0.02,0.08,0.0,0.0,0.34,1.63,0.0,0.6,Bus14_S48,1,Bus14,Appreciation
3778,0.06,0.11,0.0,0.0,0.3,1.36,0.0,0.65,Bus14_S48,1,Bus14,Appreciation
3779,0.06,0.11,0.0,0.0,0.33,1.42,0.0,0.81,Bus14_S48,1,Bus14,Appreciation
3780,0.04,0.08,0.0,0.0,0.39,1.29,0.02,0.83,Bus14_S48,1,Bus14,Appreciation
3781,0.01,0.03,0.0,0.0,0.42,1.39,0.02,0.85,Bus14_S48,1,Bus14,Appreciation
3782,0.01,0.03,0.0,0.0,0.45,1.16,0.02,0.69,Bus14_S48,1,Bus14,Appreciation
3783,0.09,0.0,0.0,0.0,0.45,1.03,0.08,0.59,Bus14_S48,1,Bus14,Appreciation
3784,0.13,0.0,0.0,0.0,0.49,0.71,0.08,0.53,Bus14_S48,1,Bus14,Appreciation
3785,0.13,0.03,0.0,0.0,0.51,0.7,0.1,0.62,Bus14_S48,1,Bus14,Appreciation
3786,0.1,0.21,0.0,0.0,0.41,0.95,0.03,0.64,Bus14_S48,1,Bus14,Appreciation
3787,0.06,0.31,0.0,0.0,0.37,1.14,0.07,0.67,Bus14_S48,1,Bus14,Appreciation
3788,0.16,0.54,0.0,0.0,0.31,1.32,0.05,0.79,Bus14_S48,1,Bus14,Appreciation
3789,0.26,0.55,0.0,0.0,0.28,1.1,0.05,0.92,Bus14_S48,1,Bus14,Appreciation
3790,0.44,0.63,0.0,0.0,0.2,1.01,0.0,0.99,Bus14_S48,1,Bus14,Appreciation
3791,0.52,0.53,0.0,0.0,0.2,0.86,0.0,0.97,Bus14_S48,1,Bus14,Appreciation
3792,0.56,0.49,0.0,0.0,0.25,0.97,0.0,0.96,Bus14_S48,1,Bus14,Appreciation
3793,0.55,0.5,0.0,0.0,0.29,1.0,0.0,0.93,Bus14_S48,1,Bus14,Appreciation
3794,0.56,0.5,0.0,0.0,0.32,1.05,0.0,0.92,Bus14_S48,1,Bus14,Appreciation
3795,0.51,0.34,0.0,0.0,0.38,1.08,0.0,0.9,Bus14_S48,1,Bus14,Appreciation
3796,0.44,0.15,0.0,0.0,0.45,1.11,0.0,0.92,Bus14_S48,1,Bus14,Appreciation
3797,0.34,0.07,0.0,0.0,0.49,1.19,0.0,0.9,Bus14_S48,1,Bus14,Appreciation
3798,0.32,0.23,0.0,0.0,0.51,1.22,0.0,0.92,Bus14_S48,1,Bus14,Appreciation
3799,0.34,0.28,0.0,0.0,0.54,1.35,0.0,0.9,Bus14_S48,1,Bus14,Appreciation
3800,0.34,0.29,0.0,0.0,0.56,1.39,0.0,0.9,Bus14_S48,1,Bus14,Appreciation
3801,0.3,0.19,0.0,0.02,0.55,1.44,0.0,0.89,Bus14_S48,1,Bus14,Appreciation
3802,0.24,0.21,0.0,0.07,0.52,1.34,0.0,0.91,Bus14_S48,1,Bus14,Appreciation
3803,0.25,0.14,0.0,0.07,0.49,1.22,0.0,0.92,Bus14_S48,1,Bus14,Appreciation
3804,0.2,0.11,0.0,0.05,0.43,1.04,0.0,0.91,Bus14_S48,1,Bus14,Appreciation
3805,0.21,0.03,0.0,0.0,0.4,0.91,0.0,0.88,Bus14_S48,1,Bus14,Appreciation
3806,0.19,0.02,0.0,0.0,0.4,0.85,0.0,0.88,Bus14_S48,1,Bus14,Appreciation
3807,0.3,0.0,0.0,0.0,0.42,0.78,0.0,0.94,Bus14_S48,1,Bus14,Appreciation
3808,0.49,0.0,0.0,0.0,0.47,0.62,0.0,1.01,Bus14_S48,1,Bus14,Appreciation
3809,0.57,0.0,0.0,0.0,0.44,0.4,0.0,1.01,Bus14_S48,1,Bus14,Appreciation
3810,0.49,0.0,0.0,0.0,0.47,0.46,0.0,0.94,Bus14_S48,1,Bus14,Appreciation
3811,0.23,0.0,0.0,0.0,0.43,0.94,0.0,0.88,Bus14_S48,1,Bus14,Appreciation
3812,0.09,0.0,0.0,0.0,0.43,1.58,0.0,0.8,Bus14_S48,1,Bus14,Appreciation
3813,0.02,0.0,0.0,0.0,0.29,1.99,0.0,0.63,Bus14_S48,1,Bus14,Appreciation
3814,0.02,0.0,0.0,0.0,0.14,2.05,0.0,0.45,Bus14_S48,1,Bus14,Appreciation
3815,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.26,Bus14_S48,1,Bus14,Appreciation
3816,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.13,Bus14_S48,1,Bus14,Appreciation
3817,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.03,Bus14_S48,1,Bus14,Appreciation
3818,0.0,0.0,0.0,0.11,0.0,1.53,0.0,0.0,Bus14_S48,1,Bus14,Appreciation
3819,0.0,0.0,0.01,0.14,0.0,1.41,0.0,0.0,Bus14_S48,1,Bus14,Appreciation
3820,0.0,0.0,0.04,0.14,0.0,1.46,0.0,0.0,Bus14_S48,1,Bus14,Appreciation
3821,0.0,0.0,0.1,0.03,0.0,1.5,0.0,0.01,Bus14_S48,1,Bus14,Appreciation
3822,0.0,0.0,0.26,0.0,0.01,1.55,0.0,0.1,Bus14_S48,1,Bus14,Appreciation
3823,0.0,0.0,0.33,0.0,0.01,1.44,0.0,0.24,Bus14_S48,1,Bus14,Appreciation
3824,0.0,0.0,0.44,0.21,0.01,1.28,0.0,0.39,Bus14_S48,1,Bus14,Appreciation
3825,0.11,0.0,0.28,0.36,0.0,0.95,0.0,0.56,Bus14_S48,1,Bus14,Appreciation
3826,0.15,0.0,0.17,0.36,0.0,0.62,0.0,0.62,Bus14_S48,1,Bus14,Appreciation
3827,0.15,0.0,0.0,0.15,0.13,0.49,0.0,0.73,Bus14_S48,1,Bus14,Appreciation
3828,0.05,0.0,0.0,0.0,0.38,0.82,0.0,0.73,Bus14_S48,1,Bus14,Appreciation
3829,0.0,0.0,0.0,0.0,0.87,1.62,0.05,0.79,Bus14_S48,1,Bus14,Appreciation
3830,0.0,0.0,0.0,0.0,1.22,2.38,0.05,0.73,Bus14_S48,1,Bus14,Appreciation
3831,0.0,0.0,0.0,0.0,1.46,2.7,0.05,0.69,Bus14_S48,1,Bus14,Appreciation
3832,0.0,0.0,0.0,0.0,1.47,2.61,0.0,0.64,Bus14_S48,1,Bus14,Appreciation
3833,0.0,0.0,0.0,0.0,1.54,2.44,0.08,0.68,Bus14_S48,1,Bus14,Appreciation
3834,0.0,0.0,0.0,0.0,1.55,2.32,0.1,0.72,Bus14_S48,1,Bus14,Appreciation
3835,0.0,0.0,0.0,0.0,1.6,2.38,0.16,0.87,Bus14_S48,1,Bus14,Appreciation
3836,0.0,0.0,0.0,0.0,1.58,2.47,0.14,0.99,Bus14_S48,1,Bus14,Appreciation
3837,0.0,0.0,0.0,0.0,1.59,2.7,0.2,1.1,Bus14_S48,1,Bus14,Appreciation
3838,0.0,0.0,0.0,0.0,1.59,2.76,0.21,1.15,Bus14_S48,1,Bus14,Appreciation
3839,0.0,0.0,0.0,0.0,1.62,2.86,0.17,1.16,Bus14_S48,1,Bus14,Appreciation
3840,0.0,0.0,0.0,0.0,1.62,2.95,0.2,1.07,Bus14_S48,1,Bus14,Appreciation
3841,0.0,0.0,0.0,0.0,1.5,3.15,0.24,0.85,Bus14_S48,1,Bus14,Appreciation
3842,0.0,0.0,0.0,0.0,1.25,3.11,0.24,0.58,Bus14_S48,1,Bus14,Appreciation
3843,0.0,0.0,0.0,0.0,1.07,2.9,0.12,0.42,Bus14_S48,1,Bus14,Appreciation
3844,0.0,0.0,0.0,0.0,1.0,2.36,0.04,0.36,Bus14_S48,1,Bus14,Appreciation
3845,0.0,0.0,0.0,0.0,1.02,2.27,0.02,0.33,Bus14_S48,1,Bus14,Appreciation
3846,0.0,0.0,0.0,0.04,1.01,2.3,0.02,0.33,Bus14_S48,1,Bus14,Appreciation
3847,0.0,0.0,0.0,0.04,1.0,2.45,0.0,0.4,Bus14_S48,1,Bus14,Appreciation
3848,0.0,0.0,0.0,0.04,1.02,2.41,0.0,0.52,Bus14_S48,1,Bus14,Appreciation
3849,0.0,0.0,0.0,0.01,1.07,2.26,0.0,0.62,Bus14_S48,1,Bus14,Appreciation
3850,0.0,0.0,0.0,0.05,1.09,2.16,0.0,0.63,Bus14_S48,1,Bus14,Appreciation
3851,0.0,0.0,0.0,0.06,1.1,2.1,0.0,0.58,Bus14_S48,1,Bus14,Appreciation
3852,0.0,0.0,0.0,0.17,1.08,2.23,0.0,0.51,Bus14_S48,1,Bus14,Appreciation
3853,0.0,0.0,0.0,0.3,1.0,2.22,0.0,0.32,Bus14_S48,1,Bus14,Appreciation
3854,0.0,0.0,0.0,0.42,0.9,2.16,0.0,0.17,Bus14_S48,1,Bus14,Appreciation
3855,0.0,0.0,0.0,0.33,0.81,1.94,0.0,0.03,Bus14_S48,1,Bus14,Appreciation
3856,0.0,0.0,0.0,0.25,0.78,1.8,0.0,0.05,Bus14_S48,1,Bus14,Appreciation
3857,0.0,0.0,0.0,0.14,0.75,1.8,0.03,0.08,Bus14_S48,1,Bus14,Appreciation
3858,0.04,0.0,0.0,0.11,0.7,1.65,0.03,0.17,Bus14_S48,1,Bus14,Appreciation
3859,0.07,0.0,0.0,0.02,0.66,1.62,0.03,0.21,Bus14_S48,1,Bus14,Appreciation
3860,0.07,0.0,0.0,0.0,0.69,1.43,0.02,0.21,Bus14_S48,1,Bus14,Appreciation
3861,0.03,0.0,0.0,0.05,0.72,1.55,0.24,0.17,Bus14_S48,1,Bus14,Appreciation
3862,0.0,0.0,0.0,0.12,0.75,1.65,0.42,0.19,Bus14_S48,1,Bus14,Appreciation
3863,0.0,0.0,0.0,0.12,0.81,1.75,0.52,0.23,Bus14_S48,1,Bus14,Appreciation
3864,0.0,0.0,0.0,0.07,0.98,1.88,0.5,0.24,Bus14_S48,1,Bus14,Appreciation
3865,0.0,0.0,0.0,0.08,1.13,1.96,0.34,0.28,Bus14_S48,1,Bus14,Appreciation
3866,0.0,0.0,0.0,0.1,1.18,2.22,0.21,0.4,Bus14_S48,1,Bus14,Appreciation
3867,0.0,0.0,0.0,0.12,1.17,2.37,0.02,0.56,Bus14_S48,1,Bus14,Appreciation
3868,0.0,0.0,0.0,0.06,1.21,2.55,0.01,0.66,Bus14_S48,1,Bus14,Appreciation
3869,0.0,0.0,0.0,0.04,1.22,2.54,0.02,0.69,Bus14_S48,1,Bus14,Appreciation
3870,0.0,0.0,0.0,0.01,1.32,2.58,0.03,0.76,Bus14_S48,1,Bus14,Appreciation
3871,0.0,0.0,0.0,0.0,1.41,2.49,0.08,0.81,Bus14_S48,1,Bus14,Appreciation
3872,0.0,0.0,0.0,0.01,1.49,2.39,0.07,0.79,Bus14_S48,1,Bus14,Appreciation
3873,0.0,0.0,0.0,0.1,1.48,2.33,0.06,0.76,Bus14_S48,1,Bus14,Appreciation
3874,0.0,0.0,0.0,0.1,1.47,2.28,0.0,0.76,Bus14_S48,1,Bus14,Appreciation
3875,0.0,0.0,0.0,0.09,1.54,2.46,0.0,0.77,Bus14_S48,1,Bus14,Appreciation
3876,0.0,0.0,0.0,0.04,1.55,2.41,0.0,0.74,Bus14_S48,1,Bus14,Appreciation
3877,0.0,0.0,0.0,0.12,1.6,2.58,0.0,0.74,Bus14_S48,1,Bus14,Appreciation
3878,0.0,0.0,0.0,0.22,1.6,2.45,0.0,0.77,Bus14_S48,1,Bus14,Appreciation
3879,0.0,0.0,0.0,0.28,1.6,2.53,0.0,0.74,Bus14_S48,1,Bus14,Appreciation
3880,0.0,0.0,0.0,0.36,1.55,2.47,0.0,0.7,Bus14_S48,1,Bus14,Appreciation
3881,0.0,0.0,0.0,0.33,1.47,2.4,0.0,0.66,Bus14_S48,1,Bus14,Appreciation
3882,0.0,0.0,0.0,0.28,1.42,2.26,0.0,0.68,Bus14_S48,1,Bus14,Appreciation
3883,0.06,0.0,0.0,0.25,1.37,2.2,0.0,0.69,Bus14_S48,1,Bus14,Appreciation
3884,0.18,0.0,0.0,0.19,1.29,2.18,0.0,0.67,Bus14_S48,1,Bus14,Appreciation
3885,0.36,0.0,0.0,0.14,1.04,1.9,0.0,0.6,Bus14_S48,1,Bus14,Appreciation
3886,0.5,0.0,0.0,0.0,0.83,1.66,0.0,0.54,Bus14_S48,1,Bus14,Appreciation
3887,0.68,0.0,0.0,0.0,0.74,1.25,0.0,0.42,Bus14_S48,1,Bus14,Appreciation
3888,0.64,0.0,0.0,0.0,0.85,1.05,0.0,0.27,Bus14_S48,1,Bus14,Appreciation
3889,0.55,0.0,0.0,0.0,0.94,0.73,0.0,0.12,Bus14_S48,1,Bus14,Appreciation
3890,0.3,0.0,0.0,0.0,1.05,0.8,0.02,0.19,Bus14_S48,1,Bus14,Appreciation
3891,0.19,0.0,0.0,0.0,1.06,0.89,0.16,0.34,Bus14_S48,1,Bus14,Appreciation
3892,0.11,0.0,0.0,0.0,1.09,0.99,0.29,0.44,Bus14_S48,1,Bus14,Appreciation
3893,0.16,0.0,0.0,0.0,1.02,1.25,0.47,0.53,Bus14_S48,1,Bus14,Appreciation
3894,0.3,0.0,0.0,0.0,0.97,1.49,0.55,0.61,Bus14_S48,1,Bus14,Appreciation
3895,0.37,0.0,0.0,0.0,0.87,1.81,0.63,0.72,Bus14_S48,1,Bus14,Appreciation
3896,0.36,0.0,0.0,0.0,0.79,1.87,0.6,0.66,Bus14_S48,1,Bus14,Appreciation
3897,0.36,0.0,0.0,0.0,0.82,2.02,0.56,0.65,Bus14_S48,1,Bus14,Appreciation
3898,0.44,0.0,0.0,0.0,0.86,2.16,0.53,0.62,Bus14_S48,1,Bus14,Appreciation
3899,0.59,0.0,0.0,0.0,1.03,2.32,0.56,0.61,Bus14_S48,1,Bus14,Appreciation
3900,0.51,0.0,0.0,0.0,1.19,2.39,0.53,0.57,Bus14_S48,1,Bus14,Appreciation
3901,0.34,0.0,0.0,0.0,1.33,2.47,0.58,0.55,Bus14_S48,1,Bus14,Appreciation
3902,0.25,0.0,0.0,0.0,1.32,2.22,0.51,0.63,Bus14_S48,1,Bus14,Appreciation
3903,0.21,0.0,0.0,0.0,1.29,2.14,0.47,0.77,Bus14_S48,1,Bus14,Appreciation
3904,0.29,0.0,0.0,0.0,1.29,2.04,0.39,0.88,Bus14_S48,1,Bus14,Appreciation
3905,0.24,0.0,0.0,0.0,1.28,2.4,0.42,0.88,Bus14_S48,1,Bus14,Appreciation
3906,0.28,0.0,0.0,0.0,1.28,2.52,0.49,0.89,Bus14_S48,1,Bus14,Appreciation
3907,0.29,0.0,0.0,0.0,1.26,2.8,0.5,0.89,Bus14_S48,1,Bus14,Appreciation
3908,0.31,0.0,0.0,0.0,1.24,2.86,0.47,0.86,Bus14_S48,1,Bus14,Appreciation
3909,0.29,0.0,0.0,0.0,1.18,2.94,0.37,0.75,Bus14_S48,1,Bus14,Appreciation
3910,0.28,0.0,0.0,0.0,1.16,2.88,0.32,0.69,Bus14_S48,1,Bus14,Appreciation
3911,0.15,0.0,0.0,0.0,1.22,2.7,0.27,0.66,Bus14_S48,1,Bus14,Appreciation
3912,0.18,0.0,0.0,0.0,1.3,2.8,0.31,0.67,Bus14_S48,1,Bus14,Appreciation
3913,0.26,0.0,0.0,0.0,1.35,2.8,0.36,0.67,Bus14_S48,1,Bus14,Appreciation
3914,0.41,0.0,0.0,0.0,1.34,2.86,0.41,0.78,Bus14_S48,1,Bus14,Appreciation
3915,0.52,0.0,0.0,0.0,1.33,2.86,0.49,0.87,Bus14_S48,1,Bus14,Appreciation
3916,0.62,0.0,0.0,0.0,1.38,2.88,0.54,0.98,Bus14_S48,1,Bus14,Appreciation
3917,0.62,0.0,0.0,0.0,1.41,2.9,0.58,1.03,Bus14_S48,1,Bus14,Appreciation
3918,0.52,0.0,0.0,0.0,1.47,2.72,0.61,1.06,Bus14_S48,1,Bus14,Appreciation
3919,0.28,0.0,0.0,0.0,1.51,2.74,0.59,1.06,Bus14_S48,1,Bus14,Appreciation
3920,0.2,0.0,0.0,0.0,1.43,2.7,0.54,0.97,Bus14_S48,1,Bus14,Appreciation
3921,0.09,0.0,0.0,0.0,1.31,2.79,0.41,0.81,Bus14_S48,1,Bus14,Appreciation
3922,0.1,0.0,0.0,0.0,1.17,2.66,0.34,0.7,Bus14_S48,1,Bus14,Appreciation
3923,0.05,0.0,0.0,0.0,1.2,2.68,0.22,0.61,Bus14_S48,1,Bus14,Appreciation
3924,0.12,0.0,0.0,0.0,1.21,2.83,0.12,0.49,Bus14_S48,1,Bus14,Appreciation
3925,0.11,0.0,0.0,0.0,1.12,3.01,0.05,0.35,Bus14_S48,1,Bus14,Appreciation
3926,0.09,0.0,0.0,0.0,0.91,2.92,0.04,0.15,Bus14_S48,1,Bus14,Appreciation
3927,0.0,0.04,0.05,0.0,0.63,2.65,0.04,0.11,Bus14_S48,1,Bus14,Appreciation
3928,0.02,0.1,0.1,0.0,0.47,2.29,0.0,0.05,Bus14_S48,1,Bus14,Appreciation
3929,0.16,0.22,0.41,0.0,0.46,2.2,0.0,0.23,Bus14_S48,1,Bus14,Appreciation
3930,0.31,0.31,0.66,0.0,0.6,2.38,0.0,0.4,Bus14_S48,1,Bus14,Appreciation
3931,0.44,0.25,0.8,0.0,0.81,2.51,0.0,0.63,Bus14_S48,1,Bus14,Appreciation
3932,0.31,0.13,0.6,0.0,0.98,2.57,0.0,0.62,Bus14_S48,1,Bus14,Appreciation
3933,0.16,0.1,0.49,0.03,1.0,2.26,0.0,0.51,Bus14_S48,1,Bus14,Appreciation
3934,0.0,0.22,0.43,0.03,0.93,2.06,0.0,0.37,Bus14_S48,1,Bus14,Appreciation
3935,0.04,0.22,0.5,0.03,0.77,1.9,0.0,0.31,Bus14_S48,1,Bus14,Appreciation
3936,0.27,0.31,0.78,0.0,0.74,1.76,0.0,0.37,Bus14_S48,1,Bus14,Appreciation
3937,0.47,0.35,1.07,0.0,0.74,1.72,0.0,0.44,Bus14_S48,1,Bus14,Appreciation
3938,0.66,0.49,1.34,0.0,0.72,1.6,0.0,0.47,Bus14_S48,1,Bus14,Appreciation
3939,0.6,0.42,1.21,0.0,0.64,1.43,0.0,0.48,Bus14_S48,1,Bus14,Appreciation
3940,0.58,0.47,1.14,0.0,0.52,1.11,0.0,0.47,Bus14_S48,1,Bus14,Appreciation
3941,0.64,0.54,1.12,0.0,0.54,1.07,0.0,0.52,Bus14_S48,1,Bus14,Appreciation
3942,0.8,0.68,1.29,0.0,0.61,1.28,0.0,0.58,Bus14_S48,1,Bus14,Appreciation
3943,0.94,0.66,1.36,0.0,0.67,1.48,0.0,0.57,Bus14_S48,1,Bus14,Appreciation
3944,1.02,0.58,1.39,0.0,0.77,1.56,0.0,0.71,Bus14_S48,1,Bus14,Appreciation
3945,1.18,0.56,1.39,0.0,0.84,1.23,0.0,0.8,Bus14_S48,1,Bus14,Appreciation
3946,1.39,0.72,1.49,0.0,0.99,1.2,0.0,0.93,Bus14_S48,1,Bus14,Appreciation
3947,1.51,0.87,1.54,0.0,1.09,1.05,0.0,0.92,Bus14_S48,1,Bus14,Appreciation
3948,1.43,1.18,1.3,0.0,1.15,1.13,0.0,0.94,Bus14_S48,1,Bus14,Appreciation
3949,1.13,0.99,0.94,0.0,1.15,0.69,0.0,0.86,Bus14_S48,1,Bus14,Appreciation
3950,0.96,1.1,0.63,0.0,1.18,0.36,0.0,0.79,Bus14_S48,1,Bus14,Appreciation
3951,0.69,0.87,0.79,0.0,1.08,0.12,0.0,0.62,Bus14_S48,1,Bus14,Appreciation
3952,0.57,0.99,1.03,0.0,0.97,0.15,0.0,0.52,Bus14_S48,1,Bus14,Appreciation
3953,0.38,0.77,1.32,0.0,0.77,0.14,0.0,0.41,Bus14_S48,1,Bus14,Appreciation
3954,0.45,0.82,1.37,0.0,0.77,0.08,0.07,0.46,Bus14_S48,1,Bus14,Appreciation
3955,0.71,1.04,1.5,0.0,0.76,0.14,0.07,0.57,Bus14_S48,1,Bus14,Appreciation
3956,1.55,1.57,1.35,0.0,0.52,0.1,0.07,0.6,Bus14_S48,1,Bus14,Appreciation
3957,2.87,2.1,1.03,0.0,0.0,0.0,0.0,0.54,Bus14_S48,1,Bus14,Appreciation
3958,1.74,0.0,0.0,1.93,0.49,0.0,0.0,0.92,Bus14_S5,1,Bus14,Judgement
3959,2.29,0.02,0.0,1.88,0.59,0.2,0.0,1.0,Bus14_S5,1,Bus14,Judgement
3960,2.6,0.02,0.0,1.43,0.76,0.76,0.0,0.98,Bus14_S5,1,Bus14,Judgement
3961,3.02,0.17,0.0,0.77,0.72,1.15,0.0,0.95,Bus14_S5,1,Bus14,Judgement
3962,3.24,0.26,0.0,0.19,0.63,1.46,0.0,0.99,Bus14_S5,1,Bus14,Judgement
3963,3.64,0.54,0.0,0.0,0.36,1.25,0.0,0.99,Bus14_S5,1,Bus14,Judgement
3964,3.63,0.66,0.0,0.0,0.32,1.32,0.0,0.88,Bus14_S5,1,Bus14,Judgement
3965,3.68,1.23,0.0,0.0,0.21,1.31,0.0,0.67,Bus14_S5,1,Bus14,Judgement
3966,3.53,1.45,0.0,0.08,0.14,1.55,0.0,0.48,Bus14_S5,1,Bus14,Judgement
3967,3.4,1.61,0.0,0.08,0.07,1.36,0.0,0.32,Bus14_S5,1,Bus14,Judgement
3968,3.33,1.48,0.0,0.08,0.0,1.26,0.0,0.13,Bus14_S5,1,Bus14,Judgement
3969,2.9,1.31,0.0,0.0,0.0,0.98,0.0,0.12,Bus14_S5,1,Bus14,Judgement
3970,2.61,1.31,0.0,0.0,0.0,1.09,0.0,0.21,Bus14_S5,1,Bus14,Judgement
3971,2.68,1.4,0.0,0.0,0.0,0.67,0.0,0.45,Bus14_S5,1,Bus14,Judgement
3972,3.03,1.21,0.0,0.09,0.01,0.38,0.0,0.67,Bus14_S5,1,Bus14,Judgement
3973,3.11,0.78,0.0,0.09,0.25,0.7,0.0,0.98,Bus14_S5,1,Bus14,Judgement
3974,2.88,0.13,0.0,0.09,0.48,1.25,0.0,1.15,Bus14_S5,1,Bus14,Judgement
3975,2.98,0.38,0.0,0.0,0.76,1.86,0.0,1.28,Bus14_S5,1,Bus14,Judgement
3976,3.08,0.72,0.0,0.19,0.67,1.47,0.0,1.36,Bus14_S5,1,Bus14,Judgement
3977,3.07,1.18,0.0,0.56,0.54,1.01,0.0,1.44,Bus14_S5,1,Bus14,Judgement
3978,2.73,1.37,0.0,0.73,0.38,0.54,0.0,1.5,Bus14_S5,1,Bus14,Judgement
3979,2.44,1.34,0.0,0.8,0.47,0.54,0.0,1.47,Bus14_S5,1,Bus14,Judgement
3980,2.36,1.01,0.0,0.51,0.66,0.95,0.0,1.55,Bus14_S5,1,Bus14,Judgement
3981,2.48,0.52,0.0,0.34,0.85,1.23,0.0,1.57,Bus14_S5,1,Bus14,Judgement
3982,2.74,0.3,0.0,0.07,1.01,1.45,0.0,1.64,Bus14_S5,1,Bus14,Judgement
3983,3.05,0.26,0.0,0.0,1.12,1.38,0.0,1.54,Bus14_S5,1,Bus14,Judgement
3984,3.32,0.34,0.0,0.05,1.19,1.29,0.0,1.48,Bus14_S5,1,Bus14,Judgement
3985,3.58,0.38,0.0,0.15,1.14,1.08,0.0,1.41,Bus14_S5,1,Bus14,Judgement
3986,3.59,0.41,0.0,0.64,1.14,0.78,0.0,1.42,Bus14_S5,1,Bus14,Judgement
3987,3.53,0.31,0.0,1.05,1.07,0.68,0.0,1.41,Bus14_S5,1,Bus14,Judgement
3988,3.22,0.2,0.0,1.31,1.05,0.53,0.0,1.43,Bus14_S5,1,Bus14,Judgement
3989,2.94,0.09,0.0,0.95,0.95,0.56,0.0,1.43,Bus14_S5,1,Bus14,Judgement
3990,2.69,0.02,0.0,0.5,0.89,0.51,0.0,1.43,Bus14_S5,1,Bus14,Judgement
3991,2.75,0.0,0.0,0.14,0.83,0.45,0.0,1.43,Bus14_S5,1,Bus14,Judgement
3992,2.84,0.0,0.0,0.05,0.83,0.41,0.0,1.44,Bus14_S5,1,Bus14,Judgement
3993,2.95,0.14,0.0,0.44,0.88,0.33,0.0,1.46,Bus14_S5,1,Bus14,Judgement
3994,3.0,0.21,0.0,0.71,0.94,0.36,0.0,1.44,Bus14_S5,1,Bus14,Judgement
3995,3.07,0.24,0.0,0.82,1.08,0.59,0.0,1.4,Bus14_S5,1,Bus14,Judgement
3996,3.08,0.09,0.0,0.41,1.09,1.09,0.0,1.4,Bus14_S5,1,Bus14,Judgement
3997,3.01,0.03,0.0,0.14,0.99,1.22,0.0,1.44,Bus14_S5,1,Bus14,Judgement
3998,2.91,0.0,0.0,0.0,0.82,1.15,0.0,1.5,Bus14_S5,1,Bus14,Judgement
3999,3.08,0.05,0.0,0.0,0.82,0.95,0.0,1.54,Bus14_S5,1,Bus14,Judgement
4000,3.26,0.05,0.0,0.0,0.91,1.03,0.0,1.45,Bus14_S5,1,Bus14,Judgement
4001,3.47,0.2,0.0,0.0,0.96,1.33,0.0,1.33,Bus14_S5,1,Bus14,Judgement
4002,3.45,0.31,0.0,0.0,0.9,1.23,0.0,1.17,Bus14_S5,1,Bus14,Judgement
4003,3.42,0.45,0.0,0.0,0.76,1.1,0.0,1.07,Bus14_S5,1,Bus14,Judgement
4004,3.36,0.45,0.0,0.02,0.65,0.85,0.0,0.99,Bus14_S5,1,Bus14,Judgement
4005,3.25,0.58,0.0,0.02,0.63,0.81,0.0,0.94,Bus14_S5,1,Bus14,Judgement
4006,3.23,0.77,0.0,0.03,0.7,0.87,0.0,0.97,Bus14_S5,1,Bus14,Judgement
4007,3.18,1.0,0.0,0.01,0.77,0.99,0.0,0.93,Bus14_S5,1,Bus14,Judgement
4008,3.23,1.07,0.0,0.03,0.77,1.22,0.0,0.91,Bus14_S5,1,Bus14,Judgement
4009,3.36,1.09,0.0,0.18,0.77,1.28,0.0,0.84,Bus14_S5,1,Bus14,Judgement
4010,3.6,1.14,0.0,0.29,0.79,1.12,0.0,0.88,Bus14_S5,1,Bus14,Judgement
4011,3.72,1.28,0.0,0.44,0.8,0.84,0.0,0.88,Bus14_S5,1,Bus14,Judgement
4012,3.99,1.55,0.0,0.28,0.85,0.7,0.0,0.95,Bus14_S5,1,Bus14,Judgement
4013,4.19,1.56,0.0,0.39,0.76,0.64,0.0,0.96,Bus14_S5,1,Bus14,Judgement
4014,4.34,1.48,0.0,0.23,0.8,0.63,0.0,1.1,Bus14_S5,1,Bus14,Judgement
4015,3.95,1.04,0.0,0.42,0.82,0.7,0.0,1.22,Bus14_S5,1,Bus14,Judgement
4016,3.54,0.76,0.0,0.34,0.95,0.86,0.0,1.31,Bus14_S5,1,Bus14,Judgement
4017,3.14,0.41,0.0,0.46,1.07,1.17,0.0,1.41,Bus14_S5,1,Bus14,Judgement
4018,3.25,0.22,0.0,0.27,1.25,1.58,0.0,1.47,Bus14_S5,1,Bus14,Judgement
4019,3.3,0.06,0.0,0.14,1.41,1.43,0.0,1.66,Bus14_S5,1,Bus14,Judgement
4020,3.6,0.0,0.03,0.0,1.58,1.43,0.0,1.81,Bus14_S5,1,Bus14,Judgement
